doc_id,pb_folder,source_folder,filter_reason,language,language_confidence,abstract_length,clean_abstract_length,file_name
0ce760b8977c,1 - Climate Change,SDG15,abstract_too_short<500,en,0.9999949609600768,234,234,Fungal hyphae develop where titanomagnetite inclusions reach the surface of basalt grains.pdf
1eb4f31a2e80,1 - Climate Change,SDG13,abstract_too_short<500,en,0.9999953901348696,494,494,Direct climate effects of perennial bioenergy crops in the United States.pdf
cd5dc96fa7e0,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999963281925992,476,476,Ocean acidification disrupts induced defences in the intertidal gastropodLittorina littorea.pdf
126e9b870977,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999971013812528,254,254,Connectivity in grey reef sharks (Carcharhinus amblyrhynchos) determined using empirical and simulated genetic data.pdf
1f05b7130bac,2 - Ocean Acidification,SDG14,abstract_too_short<500,en,0.9999969417256158,221,221,Chapter 1 Impacts of the Oceans on Climate Change.pdf
c6e6f6ecfc86,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999998294755122,261,261,Globally consistent assessment of coastal eutrophication.pdf
f588960af6bd,2 - Ocean Acidification,SDG2,abstract_too_short<500,en,0.9999964383172862,221,221,Is India’s largest fertilizer manufacturer misleading farmers and society using dubious plant and soil science_.pdf
7c366a990ea8,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999945558415416,280,280,The microbial world in a changing environment.pdf
0023049e5f55,2 - Ocean Acidification,SDG13,abstract_too_short<500|language_not_english:pt,pt,0.8571402002963844,314,314,"Chinese energy policy progress and challenges in the transition to low carbon development, 2006-2013.pdf"
a64d1b2e2907,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999995305635702,381,381,Marine Fouling Characteristics of Biocomposites in a Coral Reef Ecosystem.pdf
d62836f1d10e,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999952673187916,244,244,Sponges and Their Microbiomes Show Similar Community Metrics Across Impacted and Well-Preserved Reefs.pdf
90ae5db54a05,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999966526069702,433,433,Ocean warming and acidification modify top-down and bottom-up control in a tropical seagrass ecosystem.pdf
777fe0df0d19,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999968127167592,389,389,How the Pacific Oyster Responds to Ocean Acidification_ Development and Application of a Meta-Analysis Based Adverse Outcome Pathway.pdf
400a9242188e,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999954601077096,226,226,Progressive seawater acidification on the Great Barrier Reef continental shelf.pdf
e8357870459f,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999993844865488,234,234,Sub-Ocean_ Subsea Dissolved Methane Measurements Using an Embedded Laser Spectrometer Technology.pdf
ac90d51f71f5,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999974627592187,321,321,Pan genome of the phytoplankton Emiliania underpins its global distribution.pdf
7f1cc1191201,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999996623023605,236,236,"Recoverable impacts of ocean acidification on the tubeworm, Hydroides elegans_ implication for biofouling in future coastal oceans.pdf"
81238fcbf4d9,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999996085030286,317,317,Coralporosis_ Ocean Acidification Leaves Deep-Sea Coral Reefs at Risk of Collapse.pdf
be5a35464837,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999956081731964,499,499,"Quantifying the flux of CaCO3and organic carbon from the surface ocean using in situ measurements of O2, N2, pCO2, and pH.pdf"
91cde811c531,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999974247013014,133,133,"Simulated Variation Characteristics of Oceanic CO2 Uptake, Surface Temperature, and Acidification in Zhejiang Province, China.pdf"
85eb04da10de,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999995527860359,358,358,Growth rates of Florida corals from 1937 to 1996 and their response to climate change.pdf
d7bb8f5c0844,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999996724705139,347,347,Balancing of Ocean Acidification by Superoxide Redox Chemistry_.pdf
4178a4bf1251,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999967774102658,246,246,Oceanic eddy-induced modifications to air–sea heat and CO2 fluxes in the Brazil-Malvinas Confluence.pdf
c47653a6cfc5,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999995224192752,263,263,The role of chitin-rich skeletal organic matrix on the crystallization of calcium carbonate in the crustose coralline alga Leptophytum foecundum.pdf
7d2762020679,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999941574180662,374,374,Digestion in sea urchin larvae impaired under ocean acidification.pdf
ca5d442d721d,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.8571413061686103,262,262,Socioeconomic prospects of a seaweed bioeconomy in Sweden.pdf
1df1f5cae486,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.999997422284546,224,224,A coral-on-a-chip microfluidic platform enabling live-imaging microscopy of reef-building corals.pdf
8cefb6c90d8e,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999941265825308,220,220,Early detection of anthropogenic climate change signals in the ocean interior.pdf
4567e2dfe739,2 - Ocean Acidification,No SDG,abstract_too_short<500|language_not_english:it,it,0.5714281041231319,283,283,Abyssal oceanic circulation and acidification during the Middle Eocene Climatic Optimum (MECO).pdf
cb43a80a452a,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999968546261186,234,234,Calcium carbonate alters the functional response of coastal sediments to eutrophication-induced acidification.pdf
afea8402003b,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999971405707188,372,372,Anthropogenic carbon and ocean pH.pdf
5e13ebf75fe0,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999956903461286,430,430,"Sustainability in Deep Water_ The Challenges of Climate Change, Human Pressures, and Biodiversity Conservation.pdf"
b73b8dabd54d,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999952857437924,334,334,In vivo pH measurement at the site of calcification in an octocoral.pdf
0a5e89b4ac5e,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999972100995386,253,253,Sustainable Solutions for Oyster Shell Waste Recycling in Thailand and the Philippines.pdf
0c3a9cae44ab,2 - Ocean Acidification,No SDG,abstract_too_short<500,en,0.9999955690692256,414,414,"Moderate Increase in TCO2 Enhances Photosynthesis of Seagrass Zostera japonica, but Not Zostera marina_ Implications for Acidification Mitigation.pdf"
64f0b7328e71,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999956840339554,210,210,From global to polycentric climate governance.pdf
fe9dae092572,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500|language_not_english:de,de,0.7142814842974095,225,225,Global and Regional Greenhouse Gas Emissions Scenarios.pdf
17d0c40b96aa,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.999993893435184,235,235,An investigation of the atmospheric sources and sinks of methyl bromide.pdf
c18bdcc10586,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.999996536920808,337,337,US sifts ex-Nazi scientists for possible war criminals.pdf
e594c165892c,3 - Stratospheric Ozone Depletion,No SDG,language_not_english:fr,fr,0.8571395488448335,2500,2500,Troposphere-to-stratosphere transport in the tropics.pdf
c4fb799a37fd,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999959575176216,257,257,"Photoprotective and biotechnological potentials of cyanobacterial sheath pigment, scytonemin.pdf"
8196435a6dda,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999958896251532,301,301,Seasonal changes in the transport of pollutants into the Arctic troposphere‐model study.pdf
318e44e5d14f,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.999998774558466,231,231,The potential impact of changes in lower stratospheric water vapour on stratospheric temperatures over the past 30 years.pdf
042a9073a4dc,3 - Stratospheric Ozone Depletion,SDG13,abstract_too_short<500|language_not_english:ro,ro,0.999993968500628,218,218,Anticipating Climate Impacts of Major Volcanic Eruptions.pdf
99797683fbaf,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999981671591976,390,390,Nitrogen isotope ratio of atmospheric N2O as a key to the global cycle of N2O..pdf
bcfb11da919d,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999956837233868,347,347,Reconciling modeled and observed temperature trends over Antarctica.pdf
4652352bbbeb,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999975875489182,235,235,Modeling the lava heat flux during severe effusive volcanic eruption_ An important impact on surface air quality.pdf
9cdd576a9db7,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999961109546638,492,492,Atmospheric chemistry and global change.pdf
49aedaad82cd,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999980318261246,199,199,Correction for the 17O interference in δ(13C) measurements when analyzing CO2 with stable isotope mass spectrometry (IUPAC Technical Report).pdf
9f6e25025973,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999955253647764,273,273,Effect of solar proton events on the middle atmosphere during the past two solar cycles as computed using a two‐dimensional model.pdf
f90ebfdedc61,3 - Stratospheric Ozone Depletion,SDG14,abstract_too_short<500,en,0.9999971960679886,407,407,Rapid uplift of nonmethane hydrocarbons in a cold front over central Europe.pdf
9c91fbd70056,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.999998206416128,292,292,LCA and economic evaluation of landfill leachate and gas technologies.pdf
90d247dc188f,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999969128183877,340,340,A signal-to-noise paradox in climate science.pdf
358f64b8021b,3 - Stratospheric Ozone Depletion,SDG14,abstract_too_short<500,en,0.999995593594317,466,466,Rapid increase in ozone-depleting chloroform emissions from China.pdf
fe037d83e19a,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500|language_not_english:de,de,0.8571401115144384,397,397,Climate Change and Atmospheric Chemistry_ How Will the Stratospheric Ozone Layer Develop_.pdf
8c0d7cfdd6ec,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999963071230752,143,143,Development of key indicators to quantify the health impacts of climate change on Canadians.pdf
eaeffa13b4cd,3 - Stratospheric Ozone Depletion,No SDG,language_not_english:fr,fr,0.9999963890216256,2090,2090,Ultraviolet and visible spectroscopy and spaceborne remote sensing of the Earth's atmosphere.pdf
b970161fa23b,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999948488451412,235,235,Relationship Between Weather Regimes and Atmospheric Rivers in East Antarctica.pdf
f79b5d4e208a,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999979161704382,278,278,Stratospheric Final Warmings fall into two categories with different evolution over the course of the year.pdf
de492b348258,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.999998206416128,292,292,Building national emission inventories for the energy sector_ Implications for life cycle assessment and nations environmental footprinting.pdf
d35898400d5e,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999980435546192,458,458,Book Review.pdf
da6ed57bcd49,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999962788615662,498,498,An Integrated System Dynamics Model and Life Cycle Assessment for Cement Production in South Africa.pdf
78c7b26d8c6f,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999986163109084,305,305,"Smells, brains and hormones.pdf"
e7048da28511,3 - Stratospheric Ozone Depletion,No SDG,abstract_too_short<500,en,0.9999961305765088,320,320,Life cycle environmental performance and improvement of a yogurt product delivery system.pdf
085562a073da,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999941633030152,321,321,"Seasonal Dynamics of Methane and Carbon Dioxide Evasion From an Open System Pingo_ Lagoon Pingo, Svalbard.pdf"
79a9f3bf75c1,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.999997511194478,255,255,Comparison of different methods to determine the degree of peat decomposition in peat bogs.pdf
15553dccf58b,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999984624310818,353,353,Organic matter from Arctic sea-ice loss alters bacterial community structure and function.pdf
97443cb4d1db,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999982421451176,403,403,"Depletion of oxygen, nitrate and nitrite in the Peruvian oxygen minimum zone cause an imbalance of benthic nitrogen fluxes.pdf"
1b1615a2a91f,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999965101006612,317,317,Chars produced by slow pyrolysis and hydrothermal carbonization vary in carbon sequestration potential and greenhouse gases emissions.pdf
8fec2b2edd2a,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.999996378121791,297,297,Long-Term Ecological Research and the Invisible Present.pdf
410aff4dd954,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999962191430696,268,268,Anaerobic Methane Oxidation in a Landfill-Leachate Plume.pdf
43d7b50de7d6,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999957106422676,356,356,Mechanisms of classical crystal growth theory explain quartz and silicate dissolution behavior.pdf
8362b810b7e4,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999962524111404,361,361,Terrestrial denitrification_ challenges and opportunities.pdf
a59af72ab39c,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999979728409918,307,307,"Chemoautotrophy at Deep-Sea Vents_ Past, Present, and Future.pdf"
f52506a18b4b,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999959618281588,211,211,Use of non‐limiting substrates to increase size; a generic strategy to simultaneously optimize uptake and minimize predation in pelagic osmotrophs_.pdf
695311e97f6c,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999974123752452,399,399,Productivity changes in the Mediterranean Sea for the twenty-first century in response to changes in the regional atmospheric forcing.pdf
b2bd84106da9,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999958016567512,460,460,Phytoplankton Chytridiomycosis_ Fungal Parasites of Phytoplankton and Their Imprints on the Food Web Dynamics.pdf
5b0090a41d47,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999967110350612,307,307,Around one third of current Arctic Ocean primary production sustained by rivers and coastal erosion.pdf
e6e623fbbf1c,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999969863709284,355,355,"Mineral Ecology_ Surface Specific Colonization and Geochemical Drivers of Biofilm Accumulation, Composition, and Phylogeny.pdf"
b5d5c4d199f7,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.999998213309505,460,460,"Phosphorus and iron cycling in deep saprolite, Luquillo Mountains, Puerto Rico.pdf"
5a9dcdbf0366,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.999998206416128,292,292,Model-Based Interpretation of Groundwater Arsenic Mobility during in Situ Reductive Transformation of Ferrihydrite.pdf
9251a65da6a7,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999958812869252,362,362,Biological solutions to transport network design.pdf
02ab6af38434,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999977902539036,200,200,Benthic primary production and mineralization in a High Arctic fjord_ in situ assessments by aquatic eddy covariance.pdf
6503ce87d55a,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999977946446792,297,297,Can Asian dust trigger phytoplankton blooms in the oligotrophic northern South China Sea_.pdf
7f3ed0cf65ab,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999964183012326,387,387,Rhizosphere microorganisms can influence the timing of plant flowering.pdf
359ad4b36ac3,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999983592328988,262,262,The Microbial Sulfur Cycle.pdf
06db6cf1e2ff,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999969523643696,305,305,Meiofauna increases bacterial denitrification in marine sediments.pdf
fc09be26e98d,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999970423346242,336,336,Developing Autonomous Observing Systems for Micronutrient Trace Metals.pdf
a0a91348b4d5,4 - Biogeochemical Flows,SDG14,language_not_english:fr,fr,0.714283721432767,4290,4290,Flow variability near the Cape Verde frontal zone (subtropical Atlantic Ocean).pdf
3bdcdd6c281e,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999988612391316,276,276,Anthropogenic perturbation of the carbon fluxes from land to ocean.pdf
403d5070b0ce,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999966168762888,261,261,Numerical modelling of spatio-temporal variability of growth of Mytilus edulis (L.) and influence of its cultivation on ecosystem functioning.pdf
ab94f4f2d71b,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999970980316024,379,379,"Climatic, edaphic, and biotic controls over storage and turnover of carbon in soils.pdf"
8f8ac0a25366,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999946790193252,235,235,Remote Sensing of Submerged Aquatic Vegetation in a Shallow Non-Turbid River Using an Unmanned Aerial Vehicle.pdf
c39c6a1aca29,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.999995595418766,330,330,Probing the active fraction of soil microbiomes using BONCAT-FACS.pdf
91a2d94cacbc,4 - Biogeochemical Flows,No SDG,abstract_too_short<500,en,0.9999959454946252,235,235,δ15N and δ13C in the Mondego estuary food web_ Seasonal variation in producers and consumers.pdf
8dd47750068a,4 - Biogeochemical Flows,No SDG,abstract_too_short<500|language_not_english:fr,fr,0.7142831346159298,364,364,Interpretations of Environmental Microbial Community Studies Are Biased by the Selected 16S rRNA (Gene) Amplicon Sequencing Pipeline.pdf
f9fc8386bc0e,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999961253253102,256,256,Wild Ducks as Long-Distance Vectors of Highly Pathogenic Avian Influenza Virus (H5N1).pdf
18fb46ee64f1,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999965900101552,364,364,DNA barcoding of Ghanaian fish species_ Status and prospects.pdf
e4ada14572db,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999965464699117,250,250,"Thermal tolerances of Popenaias popeii (Texas hornshell) and its host fish from the Rio Grande Basin, Texas.pdf"
eb167ca5bfb4,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999951344054544,235,235,Phylogeny and Molecular Evolution of the Green Algae.pdf
f9bdea773f17,5 - Global Freshwater Use,SDG13,abstract_too_short<500,en,0.9999953388051572,341,341,"Special Volume No. 1, 2021_ The Global One Health Environment.pdf"
57ada172ece4,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999967906133612,122,122,Geographic Variability of Sea-Level Change.pdf
787b8edca955,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999967533852868,270,270,Evolution and Biodiversity_ the evolutionary basis of biodiversity and its potential for adaptation to global change.pdf
3bbb2df8b102,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.999997744747394,245,245,A simple TOPMODEL‐based runoff parameterization (SIMTOP) for use in global climate models.pdf
2d635b9a81d1,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999950638860904,220,220,Green method of stemming the tide of invasive marine and freshwater organisms by natural filtration of shipping ballast water.pdf
6aaaa44f3c4a,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999953252280872,132,132,Assessing freshwater use impacts in LCA_ Part I—inventory modelling and characterisation factors for the main impact pathways.pdf
28dff27f6410,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999966479165034,374,374,Environmental Impact Assessment of a 1 kW Proton-Exchange Membrane Fuel Cell_ A Mid-Point and End-Point Analysis.pdf
5aa3c33afdcb,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999962063075458,329,329,"Global environmental change and health_ impacts, inequalities, and the health sector.pdf"
a709c04bc666,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.999997897433233,410,410,A perspective on decadal climate variability and predictability.pdf
8a2823b9fab5,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999968616042708,245,245,Increased food production and reduced water use through optimized crop distribution.pdf
44cc5082ffbd,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999980855569846,380,380,Fast and sensitive taxonomic classification for metagenomics with Kaiju.pdf
a2b25612ee6a,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999971242513236,255,255,Effectiveness of the global protected area network in representing species diversity.pdf
c2a5ea6db845,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999949324302276,411,411,Horizontal Gene Exchange in Environmental Microbiota.pdf
773f40ffd109,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999967061632128,314,314,Guiding principles for the development and application of solid-phase phosphorus adsorbents for freshwater ecosystems.pdf
d1d5cb4c319b,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999962757717044,384,384,Ecogenomics and Taxonomy of Cyanobacteria Phylum.pdf
59a7ffaba62e,5 - Global Freshwater Use,No SDG,abstract_empty|language_unknown,,0.0,0,0,The comap as a diagnostic tool for non-stationary kriging models.pdf
23cc54a094d2,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999954129591204,235,235,Freshwater eels_ A symbol of the effects of global change.pdf
d81fe63a0799,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999950489720836,317,317,The Genetic Diversity of Mesodinium and Associated Cryptophytes.pdf
6aa9b457def6,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999958520044788,308,308,"Lactobacillus acidophilus and L. plantarum improve health status, modulate gut microbiota and innate immune response of marron (Cherax cainii).pdf"
89a12ee175cc,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999957905810676,266,266,Novel DGT method with tri-metal oxide adsorbent for in situ spatiotemporal flux measurement of fluoride in waters and sediments.pdf
6f4c467e9ad8,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999956115060764,249,249,"Synechococcus sp. Strain PCC 7002 Transcriptome_ Acclimation to Temperature, Salinity, Oxidative Stress, and Mixotrophic Growth Conditions.pdf"
47599affd9a3,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999964247712928,242,242,Optimization of Urban Water Consumption in Residential Buildings.pdf
4fdefa60d41a,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999980235475348,244,244,Characterization and comparison of fatty acyl Δ6 desaturase cDNAs from freshwater and marine teleost fish species.pdf
c517330f8f5f,5 - Global Freshwater Use,SDG14,abstract_too_short<500,en,0.9999960450596164,240,240,Implications for behavior of volatile elements during impacts—Zinc and copper systematics in sediments from the Ries impact structure and central European tektites.pdf
ecb6b56c8424,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999943460742444,233,233,"Past, Present, and Future Controls on Levels of Persistent Organic Pollutants in the Global Environment.pdf"
050e2b1b9903,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999953857004168,223,223,Isotopic evidence for an intensified hydrological cycle in the Indian sector of the Southern Ocean.pdf
7fbe82e1b450,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999972439984244,272,272,Food web de‐synchronization in England's largest lake_ an assessment based on multiple phenological metrics.pdf
31e92cff473f,5 - Global Freshwater Use,No SDG,abstract_too_short<500,en,0.9999965680705878,283,283,Nanofluids effects on the evaporation rate in a solar still equipped with a heat exchanger.pdf
